Make,Model,Year,Total,Pass,Pass %,Fail,Fail %,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,area16,area17,area18,area19,area20,area21,area22,area23,area24,area25,area26,Incomplete,Incomplete %
VOLVO,90 SERIES,2006.00,81.00,26.00,32.10,55.00,67.90,14.00,17.30,24.00,29.60,12.00,14.80,3.00,3.70,14.00,17.30,1.00,1.20,3.00,3.70,17.00,21.00,2.00,2.50,4.00,4.90,32.00,39.50,2.00,2.50,0.00,0.00,0.00,0.00
VOLVO,90 SERIES,2007.00,81.00,32.00,39.50,49.00,60.50,11.00,13.60,18.00,22.20,12.00,14.80,0.00,0.00,6.00,7.40,1.00,1.20,3.00,3.70,16.00,19.80,3.00,3.70,7.00,8.60,25.00,30.90,1.00,1.20,0.00,0.00,0.00,0.00
VOLVO,90 SERIES,2008.00,31.00,13.00,41.90,18.00,58.10,2.00,6.50,7.00,22.60,5.00,16.10,1.00,3.20,3.00,9.70,0.00,0.00,0.00,0.00,4.00,12.90,0.00,0.00,1.00,3.20,12.00,38.70,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,90 SERIES,2009.00,29.00,13.00,44.80,16.00,55.20,1.00,3.40,7.00,24.10,1.00,3.40,1.00,3.40,3.00,10.30,2.00,6.90,1.00,3.40,3.00,10.30,3.00,10.30,0.00,0.00,11.00,37.90,1.00,3.40,0.00,0.00,0.00,0.00
VOLVO,90 SERIES,2010.00,161.00,63.00,39.10,98.00,60.90,8.00,5.00,40.00,24.80,9.00,5.60,5.00,3.10,12.00,7.50,1.00,0.60,0.00,0.00,11.00,6.80,7.00,4.30,3.00,1.90,56.00,34.80,3.00,1.90,0.00,0.00,0.00,0.00
VOLVO,90 SERIES,2011.00,15.00,7.00,46.70,8.00,53.30,1.00,6.70,4.00,26.70,2.00,13.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,13.30,1.00,6.70,0.00,0.00,4.00,26.70,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,90 SERIES,2012.00,21.00,10.00,47.60,11.00,52.40,4.00,19.00,3.00,14.30,0.00,0.00,0.00,0.00,3.00,14.30,0.00,0.00,0.00,0.00,1.00,4.80,0.00,0.00,0.00,0.00,5.00,23.80,0.00,0.00,2.00,9.50,0.00,0.00
VOLVO,90 SERIES,2013.00,5.00,4.00,80.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,90 SERIES,2014.00,13.00,11.00,84.60,2.00,15.40,2.00,15.40,1.00,7.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,15.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,7.70,0.00,0.00,0.00,0.00
VOLVO,900 SERIES,1990.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,900 SERIES,1993.00,4.00,1.00,25.00,3.00,75.00,1.00,25.00,1.00,25.00,1.00,25.00,2.00,50.00,0.00,0.00,2.00,50.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,900 SERIES,1994.00,6.00,1.00,16.70,5.00,83.30,1.00,16.70,2.00,33.30,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,1.00,16.70,1.00,16.70,1.00,16.70,0.00,0.00,0.00,0.00
VOLVO,900 SERIES,1995.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,900 SERIES,1996.00,8.00,5.00,62.50,3.00,37.50,1.00,12.50,0.00,0.00,1.00,12.50,0.00,0.00,1.00,12.50,1.00,12.50,0.00,0.00,1.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,12.50,1.00,12.50,0.00,0.00
VOLVO,900 SERIES,1997.00,8.00,5.00,62.50,3.00,37.50,0.00,0.00,1.00,12.50,1.00,12.50,0.00,0.00,1.00,12.50,0.00,0.00,1.00,12.50,1.00,12.50,0.00,0.00,0.00,0.00,3.00,37.50,1.00,12.50,0.00,0.00,0.00,0.00
VOLVO,900 SERIES,1998.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,900 SERIES,2000.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C30,2006.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C30,2007.00,191.00,97.00,50.80,94.00,49.20,9.00,4.70,29.00,15.20,46.00,24.10,5.00,2.60,16.00,8.40,9.00,4.70,4.00,2.10,31.00,16.20,21.00,11.00,15.00,7.90,7.00,3.70,9.00,4.70,0.00,0.00,0.00,0.00
VOLVO,C30,2008.00,132.00,74.00,56.10,58.00,43.90,10.00,7.60,26.00,19.70,30.00,22.70,5.00,3.80,12.00,9.10,6.00,4.50,1.00,0.80,20.00,15.20,14.00,10.60,3.00,2.30,3.00,2.30,5.00,3.80,1.00,0.80,0.00,0.00
VOLVO,C30,2009.00,70.00,40.00,57.10,30.00,42.90,4.00,5.70,16.00,22.90,8.00,11.40,2.00,2.90,7.00,10.00,2.00,2.90,0.00,0.00,6.00,8.60,4.00,5.70,1.00,1.40,1.00,1.40,6.00,8.60,1.00,1.40,0.00,0.00
VOLVO,C30,2010.00,121.00,78.00,64.50,43.00,35.50,3.00,2.50,18.00,14.90,11.00,9.10,3.00,2.50,8.00,6.60,2.00,1.70,0.00,0.00,7.00,5.80,5.00,4.10,7.00,5.80,6.00,5.00,3.00,2.50,0.00,0.00,0.00,0.00
VOLVO,C30,2011.00,24.00,17.00,70.80,7.00,29.20,0.00,0.00,6.00,25.00,1.00,4.20,0.00,0.00,0.00,0.00,1.00,4.20,0.00,0.00,1.00,4.20,0.00,0.00,2.00,8.30,1.00,4.20,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C30,2012.00,34.00,20.00,58.80,14.00,41.20,0.00,0.00,4.00,11.80,3.00,8.80,0.00,0.00,4.00,11.80,2.00,5.90,0.00,0.00,2.00,5.90,2.00,5.90,1.00,2.90,1.00,2.90,1.00,2.90,0.00,0.00,0.00,0.00
VOLVO,C30,2013.00,7.00,1.00,14.30,6.00,85.70,0.00,0.00,3.00,42.90,0.00,0.00,0.00,0.00,0.00,0.00,2.00,28.60,0.00,0.00,0.00,0.00,0.00,0.00,1.00,14.30,1.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C30,2014.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C70,1998.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C70,2000.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C70,2001.00,6.00,1.00,16.70,5.00,83.30,0.00,0.00,1.00,16.70,1.00,16.70,1.00,16.70,2.00,33.30,1.00,16.70,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C70,2002.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
VOLVO,C70,2003.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C70,2004.00,6.00,3.00,50.00,3.00,50.00,0.00,0.00,0.00,0.00,2.00,33.30,0.00,0.00,2.00,33.30,0.00,0.00,0.00,0.00,1.00,16.70,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C70,2005.00,5.00,4.00,80.00,1.00,20.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C70,2006.00,44.00,17.00,38.60,27.00,61.40,3.00,6.80,8.00,18.20,6.00,13.60,0.00,0.00,9.00,20.50,8.00,18.20,0.00,0.00,4.00,9.10,6.00,13.60,1.00,2.30,0.00,0.00,1.00,2.30,0.00,0.00,0.00,0.00
VOLVO,C70,2007.00,51.00,20.00,39.20,31.00,60.80,3.00,5.90,9.00,17.60,14.00,27.50,2.00,3.90,8.00,15.70,5.00,9.80,0.00,0.00,5.00,9.80,13.00,25.50,1.00,2.00,2.00,3.90,1.00,2.00,1.00,2.00,0.00,0.00
VOLVO,C70,2008.00,17.00,10.00,58.80,7.00,41.20,0.00,0.00,1.00,5.90,5.00,29.40,0.00,0.00,0.00,0.00,2.00,11.80,0.00,0.00,4.00,23.50,3.00,17.60,2.00,11.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C70,2010.00,4.00,4.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00
VOLVO,C70,2011.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C70,2012.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,C70 2.0 LPT 2DR,2003.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,FL6,2014.00,26.00,19.00,73.10,7.00,26.90,2.00,7.70,0.00,0.00,1.00,3.80,1.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.80,0.00,0.00,4.00,15.40,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1981.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1982.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1983.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1987.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1989.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1990.00,2.00,0.00,0.00,2.00,100.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1991.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1992.00,6.00,2.00,33.30,4.00,66.70,2.00,33.30,2.00,33.30,1.00,16.70,0.00,0.00,2.00,33.30,1.00,16.70,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1993.00,2.00,0.00,0.00,2.00,100.00,1.00,50.00,2.00,100.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1994.00,2.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1995.00,2.00,0.00,0.00,2.00,100.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1996.00,3.00,0.00,0.00,3.00,100.00,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,1.00,33.30,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1997.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,1999.00,4.00,1.00,25.00,3.00,75.00,0.00,0.00,2.00,50.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,2000.00,15.00,6.00,40.00,9.00,60.00,2.00,13.30,4.00,26.70,3.00,20.00,0.00,0.00,0.00,0.00,1.00,6.70,0.00,0.00,2.00,13.30,1.00,6.70,1.00,6.70,0.00,0.00,1.00,6.70,0.00,0.00,0.00,0.00
VOLVO,OTHER,2001.00,43.00,21.00,48.80,22.00,51.20,4.00,9.30,10.00,23.30,8.00,18.60,6.00,14.00,1.00,2.30,4.00,9.30,0.00,0.00,6.00,14.00,1.00,2.30,4.00,9.30,7.00,16.30,3.00,7.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,2002.00,3.00,2.00,66.70,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,2003.00,29.00,13.00,44.80,16.00,55.20,5.00,17.20,6.00,20.70,8.00,27.60,3.00,10.30,2.00,6.90,1.00,3.40,2.00,6.90,6.00,20.70,6.00,20.70,4.00,13.80,9.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,2004.00,15.00,4.00,26.70,11.00,73.30,3.00,20.00,4.00,26.70,4.00,26.70,3.00,20.00,1.00,6.70,3.00,20.00,0.00,0.00,1.00,6.70,0.00,0.00,1.00,6.70,7.00,46.70,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,2005.00,105.00,34.00,32.40,71.00,67.60,11.00,10.50,24.00,22.90,28.00,26.70,8.00,7.60,12.00,11.40,7.00,6.70,2.00,1.90,22.00,21.00,7.00,6.70,5.00,4.80,39.00,37.10,3.00,2.90,1.00,1.00,0.00,0.00
VOLVO,OTHER,2006.00,21.00,9.00,42.90,12.00,57.10,2.00,9.50,7.00,33.30,3.00,14.30,2.00,9.50,1.00,4.80,1.00,4.80,0.00,0.00,4.00,19.00,0.00,0.00,0.00,0.00,5.00,23.80,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,OTHER,2007.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S40,1996.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S40,1997.00,6.00,1.00,16.70,5.00,83.30,0.00,0.00,1.00,16.70,1.00,16.70,0.00,0.00,1.00,16.70,0.00,0.00,1.00,16.70,1.00,16.70,1.00,16.70,1.00,16.70,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00
VOLVO,S40,1998.00,13.00,5.00,38.50,8.00,61.50,1.00,7.70,3.00,23.10,3.00,23.10,0.00,0.00,0.00,0.00,0.00,0.00,2.00,15.40,2.00,15.40,0.00,0.00,3.00,23.10,1.00,7.70,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S40,1999.00,16.00,7.00,43.80,9.00,56.30,4.00,25.00,4.00,25.00,4.00,25.00,7.00,43.80,0.00,0.00,1.00,6.30,3.00,18.80,2.00,12.50,0.00,0.00,1.00,6.30,7.00,43.80,2.00,12.50,0.00,0.00,0.00,0.00
VOLVO,S40,2000.00,37.00,12.00,32.40,25.00,67.60,11.00,29.70,18.00,48.60,13.00,35.10,8.00,21.60,8.00,21.60,2.00,5.40,1.00,2.70,11.00,29.70,0.00,0.00,5.00,13.50,8.00,21.60,6.00,16.20,1.00,2.70,0.00,0.00
VOLVO,S40,2001.00,50.00,19.00,38.00,31.00,62.00,2.00,4.00,13.00,26.00,14.00,28.00,15.00,30.00,7.00,14.00,2.00,4.00,3.00,6.00,9.00,18.00,1.00,2.00,2.00,4.00,14.00,28.00,3.00,6.00,0.00,0.00,0.00,0.00
VOLVO,S40,2002.00,95.00,35.00,36.80,60.00,63.20,16.00,16.80,28.00,29.50,29.00,30.50,16.00,16.80,12.00,12.60,7.00,7.40,11.00,11.60,27.00,28.40,4.00,4.20,2.00,2.10,20.00,21.10,3.00,3.20,0.00,0.00,0.00,0.00
VOLVO,S40,2003.00,191.00,66.00,34.60,125.00,65.40,32.00,16.80,65.00,34.00,48.00,25.10,48.00,25.10,21.00,11.00,22.00,11.50,9.00,4.70,33.00,17.30,7.00,3.70,14.00,7.30,57.00,29.80,12.00,6.30,1.00,0.50,0.00,0.00
VOLVO,S40,2004.00,285.00,87.00,30.50,198.00,69.50,45.00,15.80,107.00,37.50,76.00,26.70,53.00,18.60,37.00,13.00,21.00,7.40,12.00,4.20,50.00,17.50,22.00,7.70,20.00,7.00,73.00,25.60,8.00,2.80,4.00,1.40,0.00,0.00
VOLVO,S40,2005.00,812.00,334.00,41.10,478.00,58.90,72.00,8.90,171.00,21.10,174.00,21.40,74.00,9.10,128.00,15.80,62.00,7.60,13.00,1.60,110.00,13.50,88.00,10.80,28.00,3.40,82.00,10.10,60.00,7.40,1.00,0.10,0.00,0.00
VOLVO,S40,2006.00,1010.00,429.00,42.50,581.00,57.50,87.00,8.60,196.00,19.40,232.00,23.00,67.00,6.60,150.00,14.90,80.00,7.90,13.00,1.30,135.00,13.40,143.00,14.20,35.00,3.50,65.00,6.40,86.00,8.50,7.00,0.70,1.00,0.10
VOLVO,S40,2007.00,1009.00,479.00,47.50,530.00,52.50,83.00,8.20,219.00,21.70,202.00,20.00,54.00,5.40,138.00,13.70,57.00,5.60,9.00,0.90,135.00,13.40,135.00,13.40,31.00,3.10,51.00,5.10,64.00,6.30,1.00,0.10,0.00,0.00
VOLVO,S40,2008.00,788.00,357.00,45.30,431.00,54.70,82.00,10.40,192.00,24.40,164.00,20.80,29.00,3.70,107.00,13.60,45.00,5.70,8.00,1.00,117.00,14.80,64.00,8.10,28.00,3.60,27.00,3.40,51.00,6.50,4.00,0.50,1.00,0.10
VOLVO,S40,2009.00,181.00,89.00,49.20,92.00,50.80,16.00,8.80,41.00,22.70,41.00,22.70,8.00,4.40,18.00,9.90,5.00,2.80,4.00,2.20,24.00,13.30,18.00,9.90,5.00,2.80,9.00,5.00,7.00,3.90,2.00,1.10,0.00,0.00
VOLVO,S40,2010.00,530.00,286.00,54.00,244.00,46.00,30.00,5.70,75.00,14.20,90.00,17.00,15.00,2.80,74.00,14.00,15.00,2.80,5.00,0.90,52.00,9.80,44.00,8.30,13.00,2.50,20.00,3.80,22.00,4.20,2.00,0.40,0.00,0.00
VOLVO,S40,2011.00,111.00,67.00,60.40,44.00,39.60,7.00,6.30,5.00,4.50,14.00,12.60,3.00,2.70,15.00,13.50,16.00,14.40,1.00,0.90,5.00,4.50,8.00,7.20,1.00,0.90,6.00,5.40,3.00,2.70,0.00,0.00,0.00,0.00
VOLVO,S40,2012.00,399.00,270.00,67.70,129.00,32.30,18.00,4.50,17.00,4.30,14.00,3.50,4.00,1.00,29.00,7.30,65.00,16.30,3.00,0.80,10.00,2.50,6.00,1.50,3.00,0.80,6.00,1.50,0.00,0.00,2.00,0.50,0.00,0.00
VOLVO,S40,2013.00,2.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S40 2.0 SE 4DR,2004.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S60,2000.00,2.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S60,2001.00,5.00,1.00,20.00,4.00,80.00,2.00,40.00,1.00,20.00,1.00,20.00,1.00,20.00,1.00,20.00,2.00,40.00,0.00,0.00,1.00,20.00,0.00,0.00,1.00,20.00,2.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S60,2002.00,53.00,18.00,34.00,35.00,66.00,7.00,13.20,12.00,22.60,13.00,24.50,6.00,11.30,4.00,7.50,7.00,13.20,0.00,0.00,10.00,18.90,6.00,11.30,3.00,5.70,9.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S60,2003.00,85.00,36.00,42.40,49.00,57.60,8.00,9.40,20.00,23.50,16.00,18.80,10.00,11.80,9.00,10.60,8.00,9.40,2.00,2.40,12.00,14.10,5.00,5.90,5.00,5.90,19.00,22.40,4.00,4.70,1.00,1.20,1.00,1.20
VOLVO,S60,2004.00,145.00,51.00,35.20,94.00,64.80,19.00,13.10,35.00,24.10,35.00,24.10,10.00,6.90,18.00,12.40,13.00,9.00,1.00,0.70,30.00,20.70,3.00,2.10,9.00,6.20,24.00,16.60,7.00,4.80,0.00,0.00,0.00,0.00
VOLVO,S60,2005.00,165.00,67.00,40.60,98.00,59.40,8.00,4.80,31.00,18.80,31.00,18.80,11.00,6.70,14.00,8.50,17.00,10.30,3.00,1.80,29.00,17.60,2.00,1.20,15.00,9.10,27.00,16.40,3.00,1.80,1.00,0.60,0.00,0.00
VOLVO,S60,2006.00,159.00,69.00,43.40,90.00,56.60,12.00,7.50,37.00,23.30,29.00,18.20,18.00,11.30,11.00,6.90,19.00,11.90,4.00,2.50,28.00,17.60,3.00,1.90,19.00,11.90,27.00,17.00,1.00,0.60,1.00,0.60,0.00,0.00
VOLVO,S60,2007.00,150.00,57.00,38.00,93.00,62.00,15.00,10.00,39.00,26.00,26.00,17.30,23.00,15.30,19.00,12.70,5.00,3.30,9.00,6.00,21.00,14.00,4.00,2.70,6.00,4.00,40.00,26.70,3.00,2.00,0.00,0.00,1.00,0.70
VOLVO,S60,2008.00,38.00,23.00,60.50,15.00,39.50,1.00,2.60,6.00,15.80,5.00,13.20,2.00,5.30,1.00,2.60,0.00,0.00,1.00,2.60,4.00,10.50,2.00,5.30,1.00,2.60,7.00,18.40,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S60,2010.00,46.00,30.00,65.20,16.00,34.80,1.00,2.20,3.00,6.50,4.00,8.70,0.00,0.00,7.00,15.20,0.00,0.00,0.00,0.00,3.00,6.50,3.00,6.50,3.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S60,2011.00,113.00,70.00,61.90,43.00,38.10,6.00,5.30,15.00,13.30,7.00,6.20,1.00,0.90,7.00,6.20,1.00,0.90,0.00,0.00,7.00,6.20,4.00,3.50,25.00,22.10,1.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00
VOLVO,S60,2012.00,351.00,228.00,65.00,123.00,35.00,17.00,4.80,28.00,8.00,46.00,13.10,9.00,2.60,18.00,5.10,2.00,0.60,1.00,0.30,41.00,11.70,14.00,4.00,32.00,9.10,8.00,2.30,0.00,0.00,3.00,0.90,0.00,0.00
